0
32
32
32
16
176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,176,177,
0,176,160,161,160,161,160,161,160,161,160,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,176,177,176,177,176,177,176,177,176,177,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,160,161,160,161,160,161,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0,0,
0,0,0,0,176,177,176,177,176,177,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,116,120,117,117,
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,120,120,64,65,120,120,120,164,136,136,136,
0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,116,120,120,164,136,136,10,10,136,136,136,136,136,136,136,
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,180,136,136,136,136,10,10,136,136,136,136,136,136,136,
0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,148,149,149,149,149,72,72,149,180,136,136,136,136,136,
0,18,0,0,18,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,18,0,0,0,132,136,136,136,136,136,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,132,136,181,149,149,184,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,132,136,134,0,100,135,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,149,150,0,0,148,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,160,145,144,145,144,145,144,145,144,145,144,145,144,145,144,145,144,145,144,145,
-1,144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,
-1,45,144,161,-1,-1,-1,-1,-1,-1,160,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,144,-1,-1,-1,-1,-1,-1,145,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,144,145,144,145,144,145,54,27,128,129,-1,128,129,55,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,45,-1,-1,-1,45,-1,-1,45,144,145,27,144,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
27,28,-1,-1,-1,-1,128,129,-1,128,129,-1,128,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,129,-1,
129,28,-1,128,129,49,144,145,-1,144,145,50,144,145,49,128,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,144,145,-1,
161,129,-1,144,145,-1,-1,-1,-1,128,129,-1,-1,-1,-1,144,145,45,57,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
177,145,-1,52,-1,-1,-1,-1,-1,144,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
161,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,128,129,-1,-1,-1,
177,161,129,128,129,128,129,128,129,128,129,128,129,128,129,128,129,128,129,128,129,128,129,128,129,128,129,144,145,29,-1,-1,
